yil,sinav,ders,soru_no,cevap
2021,TYT,Matematik,17,B
2021,TYT,Matematik,18,D
2021,TYT,Matematik,19,C
2021,TYT,Matematik,20,C
2021,TYT,Matematik,21,A
2021,TYT,Matematik,22,E
2021,TYT,Matematik,23,E
2021,TYT,Matematik,24,C
2021,TYT,Matematik,25,D
2021,TYT,Matematik,26,C
2021,TYT,Matematik,27,B
2021,TYT,Matematik,28,A
2021,TYT,Matematik,29,B
2021,TYT,Matematik,30,E
2021,TYT,Matematik,31,D
2021,TYT,Matematik,32,B
2021,TYT,Matematik,33,C
2021,TYT,Matematik,34,E
2021,TYT,Matematik,35,B
2021,TYT,Matematik,36,C
2021,TYT,Matematik,37,B
2021,TYT,Matematik,38,B
2021,TYT,Matematik,39,A
2021,TYT,Matematik,40,B
2021,TYT,Fen,1,E
2021,TYT,Fen,2,D
2021,TYT,Fen,3,D
2021,TYT,Fen,4,C
2021,TYT,Fen,5,B
2021,TYT,Fen,6,A
2021,TYT,Fen,7,D
2021,TYT,Fen,8,A
2021,TYT,Fen,9,C
2021,TYT,Fen,10,D
2021,TYT,Fen,11,B
2021,TYT,Fen,12,C
2021,TYT,Fen,13,E
2021,TYT,Fen,14,E
2021,TYT,Fen,15,A
2021,TYT,Fen,16,E
2021,TYT,Fen,17,B
2021,TYT,Fen,18,C
2021,TYT,Fen,19,D
2021,TYT,Fen,20,D
2021,TYT,Sosyal,1,E
2021,TYT,Sosyal,2,D
2021,TYT,Sosyal,3,A
2021,TYT,Sosyal,4,E
2021,TYT,Sosyal,5,B
2021,TYT,Sosyal,6,E
2021,TYT,Sosyal,7,C
2021,TYT,Sosyal,8,B
2021,TYT,Sosyal,9,E
2021,TYT,Sosyal,10,D
2021,TYT,Sosyal,11,B
2021,TYT,Sosyal,12,A
2021,TYT,Sosyal,13,A
2021,TYT,Sosyal,14,C
2021,TYT,Sosyal,15,D
2021,TYT,Sosyal,16,A
2021,TYT,Sosyal,17,A
2021,TYT,Sosyal,18,E
2021,TYT,Sosyal,19,D
2021,TYT,Sosyal,20,E
2021,TYT,Sosyal,21,B
2021,TYT,Sosyal,22,C
2021,TYT,Sosyal,23,D
2021,TYT,Sosyal,24,C
2021,TYT,Sosyal,25,B
2021,TYT,Türkçe,1,B
2021,TYT,Türkçe,2,C
2021,TYT,Türkçe,3,D
2021,TYT,Türkçe,4,A
2021,TYT,Türkçe,5,E
2021,TYT,Türkçe,6,A
2021,TYT,Türkçe,7,B
2021,TYT,Türkçe,8,C
2021,TYT,Türkçe,9,D
2021,TYT,Türkçe,10,D
2021,TYT,Türkçe,11,E
2021,TYT,Türkçe,12,D
2021,TYT,Türkçe,13,E
2021,TYT,Türkçe,14,A
2021,TYT,Türkçe,15,D
2021,TYT,Türkçe,16,D
2021,TYT,Türkçe,17,C
2021,TYT,Türkçe,18,B
2021,TYT,Türkçe,19,C
2021,TYT,Türkçe,20,D
2021,TYT,Türkçe,21,B
2021,TYT,Türkçe,22,E
2021,TYT,Türkçe,23,D
2021,TYT,Türkçe,24,E
2021,TYT,Türkçe,25,E
2021,TYT,Türkçe,26,A
2021,TYT,Türkçe,27,E
2021,TYT,Türkçe,28,B
2021,TYT,Türkçe,29,C
2021,TYT,Türkçe,30,B
2021,TYT,Türkçe,31,A
2021,TYT,Türkçe,32,B
2021,TYT,Türkçe,33,C
2021,TYT,Türkçe,34,B
2021,TYT,Türkçe,35,D
2021,TYT,Türkçe,36,A
2021,TYT,Türkçe,37,D
2021,TYT,Türkçe,38,A
2021,TYT,Türkçe,39,B
2021,TYT,Türkçe,40,C
2022,TYT,Matematik,1,A
2022,TYT,Matematik,2,B
2022,TYT,Matematik,3,C
2022,TYT,Matematik,4,C
2022,TYT,Matematik,5,E
2022,TYT,Matematik,6,D
2022,TYT,Matematik,7,E
2022,TYT,Matematik,8,B
2022,TYT,Matematik,9,D
2022,TYT,Matematik,10,C
2022,TYT,Matematik,11,D
2022,TYT,Matematik,12,B
2022,TYT,Matematik,13,D
2022,TYT,Matematik,14,B
2022,TYT,Matematik,15,D
2022,TYT,Matematik,16,E
2022,TYT,Matematik,17,C
2022,TYT,Matematik,18,C
2022,TYT,Matematik,19,B
2022,TYT,Matematik,20,E
2022,TYT,Matematik,21,A
2022,TYT,Matematik,22,C
2022,TYT,Matematik,23,E
2022,TYT,Matematik,24,D
2022,TYT,Matematik,25,B
2022,TYT,Matematik,26,A
2022,TYT,Matematik,27,E
2022,TYT,Matematik,28,D
2022,TYT,Matematik,29,A
2022,TYT,Matematik,30,B
2022,TYT,Matematik,31,D
2022,TYT,Matematik,32,A
2022,TYT,Matematik,33,B
2022,TYT,Matematik,34,B
2022,TYT,Matematik,35,C
2022,TYT,Matematik,36,E
2022,TYT,Matematik,37,B
2022,TYT,Matematik,38,C
2022,TYT,Matematik,39,E
2022,TYT,Matematik,40,C
2022,TYT,Fen,1,B
2022,TYT,Fen,2,E
2022,TYT,Fen,3,E
2022,TYT,Fen,4,A
2022,TYT,Fen,5,E
2022,TYT,Fen,6,D
2022,TYT,Fen,7,A
2022,TYT,Fen,8,A
2022,TYT,Fen,9,C
2022,TYT,Fen,10,A
2022,TYT,Fen,11,C
2022,TYT,Fen,12,C
2022,TYT,Fen,13,B
2022,TYT,Fen,14,D
2022,TYT,Fen,15,E
2022,TYT,Fen,16,D
2022,TYT,Fen,17,D
2022,TYT,Fen,18,B
2022,TYT,Fen,19,C
2022,TYT,Fen,20,E
2022,TYT,Sosyal,1,C
2022,TYT,Sosyal,2,C
2022,TYT,Sosyal,3,E
2022,TYT,Sosyal,4,C
2022,TYT,Sosyal,5,E
2022,TYT,Sosyal,6,A
2022,TYT,Sosyal,7,C
2022,TYT,Sosyal,8,B
2022,TYT,Sosyal,9,E
2022,TYT,Sosyal,10,D
2022,TYT,Sosyal,11,D
2022,TYT,Sosyal,12,D
2022,TYT,Sosyal,13,E
2022,TYT,Sosyal,14,B
2022,TYT,Sosyal,15,C
2022,TYT,Sosyal,16,D
2022,TYT,Sosyal,17,D
2022,TYT,Sosyal,18,B
2022,TYT,Sosyal,19,A
2022,TYT,Sosyal,20,E
2022,TYT,Sosyal,21,E
2022,TYT,Sosyal,22,B
2022,TYT,Sosyal,23,B
2022,TYT,Sosyal,24,C
2022,TYT,Sosyal,25,A
2022,TYT,Türkçe,1,A
2022,TYT,Türkçe,2,B
2022,TYT,Türkçe,3,A
2022,TYT,Türkçe,4,C
2022,TYT,Türkçe,5,C
2022,TYT,Türkçe,6,D
2022,TYT,Türkçe,7,C
2022,TYT,Türkçe,8,E
2022,TYT,Türkçe,9,B
2022,TYT,Türkçe,10,D
2022,TYT,Türkçe,11,D
2022,TYT,Türkçe,12,C
2022,TYT,Türkçe,13,A
2022,TYT,Türkçe,14,D
2022,TYT,Türkçe,15,B
2022,TYT,Türkçe,16,D
2022,TYT,Türkçe,17,A
2022,TYT,Türkçe,18,A
2022,TYT,Türkçe,19,E
2022,TYT,Türkçe,20,B
2022,TYT,Türkçe,21,E
2022,TYT,Türkçe,22,A
2022,TYT,Türkçe,23,A
2022,TYT,Türkçe,24,D
2022,TYT,Türkçe,25,E
2022,TYT,Türkçe,26,B
2022,TYT,Türkçe,27,D
2022,TYT,Türkçe,28,A
2022,TYT,Türkçe,29,B
2022,TYT,Türkçe,30,C
2022,TYT,Türkçe,31,B
2022,TYT,Türkçe,32,A
2022,TYT,Türkçe,33,B
2022,TYT,Türkçe,34,E
2022,TYT,Türkçe,35,C
2022,TYT,Türkçe,36,D
2022,TYT,Türkçe,37,E
2022,TYT,Türkçe,38,A
2022,TYT,Türkçe,39,C
2022,TYT,Türkçe,40,B
2023,TYT,Matematik,1,D
2023,TYT,Matematik,2,A
2023,TYT,Matematik,3,D
2023,TYT,Matematik,4,D
2023,TYT,Matematik,5,E
2023,TYT,Matematik,6,A
2023,TYT,Matematik,7,E
2023,TYT,Matematik,8,A
2023,TYT,Matematik,9,D
2023,TYT,Matematik,10,E
2023,TYT,Matematik,11,C
2023,TYT,Matematik,12,B
2023,TYT,Matematik,13,B
2023,TYT,Matematik,14,E
2023,TYT,Matematik,15,C
2023,TYT,Matematik,16,B
2023,TYT,Matematik,17,A
2023,TYT,Matematik,18,C
2023,TYT,Matematik,19,B
2023,TYT,Matematik,20,E
2023,TYT,Matematik,21,D
2023,TYT,Matematik,22,C
2023,TYT,Matematik,23,D
2023,TYT,Matematik,24,C
2023,TYT,Matematik,25,E
2023,TYT,Matematik,26,E
2023,TYT,Matematik,27,A
2023,TYT,Matematik,28,B
2023,TYT,Matematik,29,C
2023,TYT,Matematik,30,B
2023,TYT,Matematik,31,E
2023,TYT,Matematik,32,B
2023,TYT,Matematik,33,D
2023,TYT,Matematik,34,C
2023,TYT,Matematik,35,C
2023,TYT,Matematik,36,A
2023,TYT,Matematik,37,C
2023,TYT,Matematik,38,B
2023,TYT,Matematik,39,D
2023,TYT,Matematik,40,D
2023,TYT,Fen,1,A
2023,TYT,Fen,2,D
2023,TYT,Fen,3,B
2023,TYT,Fen,4,B
2023,TYT,Fen,5,A
2023,TYT,Fen,6,C
2023,TYT,Fen,7,C
2023,TYT,Fen,8,E
2023,TYT,Fen,9,B
2023,TYT,Fen,10,C
2023,TYT,Fen,11,A
2023,TYT,Fen,12,E
2023,TYT,Fen,13,A
2023,TYT,Fen,14,D
2023,TYT,Fen,15,D
2023,TYT,Fen,16,A
2023,TYT,Fen,17,E
2023,TYT,Fen,18,B
2023,TYT,Fen,19,E
2023,TYT,Fen,20,D
2023,TYT,Sosyal,1,E
2023,TYT,Sosyal,2,C
2023,TYT,Sosyal,3,A
2023,TYT,Sosyal,4,B
2023,TYT,Sosyal,5,D
2023,TYT,Sosyal,6,B
2023,TYT,Sosyal,7,A
2023,TYT,Sosyal,8,C
2023,TYT,Sosyal,9,E
2023,TYT,Sosyal,10,D
2023,TYT,Sosyal,11,B
2023,TYT,Sosyal,12,B
2023,TYT,Sosyal,13,B
2023,TYT,Sosyal,14,D
2023,TYT,Sosyal,15,C
2023,TYT,Sosyal,16,A
2023,TYT,Sosyal,17,B
2023,TYT,Sosyal,18,E
2023,TYT,Sosyal,19,C
2023,TYT,Sosyal,20,C
2023,TYT,Sosyal,21,D
2023,TYT,Sosyal,22,E
2023,TYT,Sosyal,23,B
2023,TYT,Sosyal,24,E
2023,TYT,Sosyal,25,D
2023,TYT,Türkçe,1,E
2023,TYT,Türkçe,2,A
2023,TYT,Türkçe,3,E
2023,TYT,Türkçe,4,D
2023,TYT,Türkçe,5,A
2023,TYT,Türkçe,6,D
2023,TYT,Türkçe,7,D
2023,TYT,Türkçe,8,B
2023,TYT,Türkçe,9,C
2023,TYT,Türkçe,10,C
2023,TYT,Türkçe,11,D
2023,TYT,Türkçe,12,C
2023,TYT,Türkçe,13,A
2023,TYT,Türkçe,14,C
2023,TYT,Türkçe,15,A
2023,TYT,Türkçe,16,E
2023,TYT,Türkçe,17,B
2023,TYT,Türkçe,18,D
2023,TYT,Türkçe,19,E
2023,TYT,Türkçe,20,C
2023,TYT,Türkçe,21,D
2023,TYT,Türkçe,22,E
2023,TYT,Türkçe,23,A
2023,TYT,Türkçe,24,E
2023,TYT,Türkçe,25,A
2023,TYT,Türkçe,26,B
2023,TYT,Türkçe,27,D
2023,TYT,Türkçe,28,C
2023,TYT,Türkçe,29,B
2023,TYT,Türkçe,30,A
2023,TYT,Türkçe,31,A
2023,TYT,Türkçe,32,C
2023,TYT,Türkçe,33,B
2023,TYT,Türkçe,34,B
2023,TYT,Türkçe,35,D
2023,TYT,Türkçe,36,B
2023,TYT,Türkçe,37,E
2023,TYT,Türkçe,38,D
2023,TYT,Türkçe,39,E
2023,TYT,Türkçe,40,B
2024,TYT,Matematik,1,A
2024,TYT,Matematik,2,E
2024,TYT,Matematik,3,A
2024,TYT,Matematik,4,D
2024,TYT,Matematik,5,C
2024,TYT,Matematik,6,B
2024,TYT,Matematik,7,D
2024,TYT,Matematik,8,A
2024,TYT,Matematik,9,C
2024,TYT,Matematik,10,B
2024,TYT,Matematik,11,E
2024,TYT,Matematik,12,A
2024,TYT,Matematik,13,E
2024,TYT,Matematik,14,B
2024,TYT,Matematik,15,D
2024,TYT,Matematik,16,A
2024,TYT,Matematik,17,C
2024,TYT,Matematik,18,C
2024,TYT,Matematik,19,B
2024,TYT,Matematik,20,D
2024,TYT,Matematik,21,E
2024,TYT,Matematik,22,C
2024,TYT,Matematik,23,B
2024,TYT,Matematik,24,A
2024,TYT,Matematik,25,C
2024,TYT,Matematik,26,B
2024,TYT,Matematik,27,E
2024,TYT,Matematik,28,B
2024,TYT,Matematik,29,E
2024,TYT,Matematik,30,B
2024,TYT,Matematik,31,D
2024,TYT,Matematik,32,E
2024,TYT,Matematik,33,C
2024,TYT,Matematik,34,A
2024,TYT,Matematik,35,D
2024,TYT,Matematik,36,D
2024,TYT,Matematik,37,A
2024,TYT,Matematik,38,E
2024,TYT,Matematik,39,B
2024,TYT,Matematik,40,C
2024,TYT,Fen,1,E
2024,TYT,Fen,2,A
2024,TYT,Fen,3,D
2024,TYT,Fen,4,B
2024,TYT,Fen,5,E
2024,TYT,Fen,6,A
2024,TYT,Fen,7,D
2024,TYT,Fen,8,B
2024,TYT,Fen,9,D
2024,TYT,Fen,10,C
2024,TYT,Fen,11,A
2024,TYT,Fen,12,D
2024,TYT,Fen,13,B
2024,TYT,Fen,14,E
2024,TYT,Fen,15,B
2024,TYT,Fen,16,D
2024,TYT,Fen,17,A
2024,TYT,Fen,18,E
2024,TYT,Fen,19,C
2024,TYT,Fen,20,E
2024,TYT,Sosyal,1,D
2024,TYT,Sosyal,2,E
2024,TYT,Sosyal,3,E
2024,TYT,Sosyal,4,C
2024,TYT,Sosyal,5,B
2024,TYT,Sosyal,6,B
2024,TYT,Sosyal,7,C
2024,TYT,Sosyal,8,A
2024,TYT,Sosyal,9,D
2024,TYT,Sosyal,10,C
2024,TYT,Sosyal,11,B
2024,TYT,Sosyal,12,D
2024,TYT,Sosyal,13,D
2024,TYT,Sosyal,14,E
2024,TYT,Sosyal,15,B
2024,TYT,Sosyal,16,A
2024,TYT,Sosyal,17,C
2024,TYT,Sosyal,18,E
2024,TYT,Sosyal,19,D
2024,TYT,Sosyal,20,A
2024,TYT,Sosyal,21,E
2024,TYT,Sosyal,22,A
2024,TYT,Sosyal,23,C
2024,TYT,Sosyal,24,C
2024,TYT,Sosyal,25,A
2024,TYT,Türkçe,1,B
2024,TYT,Türkçe,2,A
2024,TYT,Türkçe,3,A
2024,TYT,Türkçe,4,D
2024,TYT,Türkçe,5,B
2024,TYT,Türkçe,6,D
2024,TYT,Türkçe,7,B
2024,TYT,Türkçe,8,C
2024,TYT,Türkçe,9,C
2024,TYT,Türkçe,10,C
2024,TYT,Türkçe,11,E
2024,TYT,Türkçe,12,D
2024,TYT,Türkçe,13,C
2024,TYT,Türkçe,14,B
2024,TYT,Türkçe,15,D
2024,TYT,Türkçe,16,D
2024,TYT,Türkçe,17,A
2024,TYT,Türkçe,18,D
2024,TYT,Türkçe,19,C
2024,TYT,Türkçe,20,C
2024,TYT,Türkçe,21,E
2024,TYT,Türkçe,22,B
2024,TYT,Türkçe,23,E
2024,TYT,Türkçe,24,A
2024,TYT,Türkçe,25,B
2024,TYT,Türkçe,26,B
2024,TYT,Türkçe,27,E
2024,TYT,Türkçe,28,D
2024,TYT,Türkçe,29,C
2024,TYT,Türkçe,30,E
2024,TYT,Türkçe,31,C
2024,TYT,Türkçe,32,A
2024,TYT,Türkçe,33,A
2024,TYT,Türkçe,34,D
2024,TYT,Türkçe,35,E
2024,TYT,Türkçe,36,A
2024,TYT,Türkçe,37,D
2024,TYT,Türkçe,38,E
2024,TYT,Türkçe,39,B
2024,TYT,Türkçe,40,A
